"Day","Section","Gear","Mean","Median","l95","u95","Date","DayType"
73,"Sauk","Bank",2.7075,2,0,8,"2019-04-14",1
73,"Skagit","Boat",10.6875,10,5,19,"2019-04-14",1
73,"Sauk","Boat",11.8525,11,5,24,"2019-04-14",1
74,"Skagit","Bank",0.665,0,0,3,"2019-04-15",0
74,"Sauk","Bank",1.89,1,0,6,"2019-04-15",0
74,"Skagit","Boat",4.9325,4,0,12.025,"2019-04-15",0
74,"Sauk","Boat",8.365,7,1,22,"2019-04-15",0
75,"Skagit","Bank",0.64,0,0,3,"2019-04-16",0
75,"Sauk","Bank",1.7025,1,0,6.02499999999998,"2019-04-16",0
75,"Skagit","Boat",4.96,4,0,14,"2019-04-16",0
75,"Sauk","Boat",9.86,8,2,27,"2019-04-16",0
76,"Skagit","Bank",0.37,0,0,2,"2019-04-17",0
76,"Sauk","Bank",0.86,0,0,4,"2019-04-17",0
76,"Skagit","Boat",5.87,5,4,10,"2019-04-17",0
76,"Sauk","Boat",11.28,11,7,21,"2019-04-17",0
77,"Skagit","Bank",1.505,1,1,3,"2019-04-18",0
77,"Sauk","Bank",0.795,0,0,4,"2019-04-18",0
77,"Skagit","Boat",6.4625,6,5,10,"2019-04-18",0
77,"Sauk","Boat",10.0425,10,9,14,"2019-04-18",0
78,"Skagit","Bank",0.28,0,0,2,"2019-04-19",0
78,"Sauk","Bank",0.36,0,0,2,"2019-04-19",0
78,"Skagit","Boat",1.155,1,0,4,"2019-04-19",0
78,"Sauk","Boat",2.1225,2,0,6,"2019-04-19",0
79,"Skagit","Bank",0.25,0,0,2,"2019-04-20",1
79,"Sauk","Bank",0.4975,0,0,2,"2019-04-20",1
79,"Skagit","Boat",1.4,1,0,5,"2019-04-20",1
79,"Sauk","Boat",1.585,1,0,6,"2019-04-20",1
80,"Skagit","Bank",0.7775,0,0,4,"2019-04-21",1
80,"Sauk","Bank",1.145,1,0,4,"2019-04-21",1
80,"Skagit","Boat",1.6525,1,1,4,"2019-04-21",1
80,"Sauk","Boat",5.385,5,2,12,"2019-04-21",1
81,"Skagit","Bank",0.6125,0,0,3,"2019-04-22",0
81,"Sauk","Bank",1.8425,2,1,4,"2019-04-22",0
81,"Skagit","Boat",3.2475,3,1,8,"2019-04-22",0
81,"Sauk","Boat",9.27,9,5,16,"2019-04-22",0
82,"Skagit","Bank",2.3,2,2,4,"2019-04-23",0
82,"Sauk","Bank",3.105,3,3,4,"2019-04-23",0
82,"Skagit","Boat",1.57,1,0,5,"2019-04-23",0
82,"Sauk","Boat",11.66,11,9,18,"2019-04-23",0
83,"Skagit","Bank",0.9525,1,0,4,"2019-04-24",0
83,"Sauk","Bank",1.9175,2,0,6,"2019-04-24",0
83,"Skagit","Boat",4.5625,4,0,13,"2019-04-24",0
83,"Sauk","Boat",9.095,8,1,24,"2019-04-24",0
84,"Skagit","Bank",1.0925,1,0,5,"2019-04-25",0
84,"Sauk","Bank",2.44,2,0,8.02499999999998,"2019-04-25",0
84,"Skagit","Boat",6.575,5,1,19.025,"2019-04-25",0
84,"Sauk","Boat",12.1325,10,2,30,"2019-04-25",0
85,"Skagit","Bank",1.265,1,0,5,"2019-04-26",0
85,"Sauk","Bank",1.95,2,0,6,"2019-04-26",0
85,"Skagit","Boat",9.0075,8,2,23,"2019-04-26",0
85,"Sauk","Boat",18.48,17.5,11,32,"2019-04-26",0
86,"Skagit","Bank",3.205,3,2,6.02499999999998,"2019-04-27",1
86,"Sauk","Bank",2.6925,2,0,8,"2019-04-27",1
86,"Skagit","Boat",7.565,7,2,17.025,"2019-04-27",1
86,"Sauk","Boat",18.345,17,9,34,"2019-04-27",1
87,"Skagit","Bank",1.655,1,0,6,"2019-04-28",1
87,"Sauk","Bank",4.245,4,1,10,"2019-04-28",1
87,"Skagit","Boat",12.2575,11.5,10,20,"2019-04-28",1
87,"Sauk","Boat",23.58,22,10,47,"2019-04-28",1
88,"Skagit","Bank",1.1875,1,1,2.02499999999998,"2019-04-29",0
88,"Sauk","Bank",4.5225,4,3,9,"2019-04-29",0
88,"Skagit","Boat",3.08,3,0,9,"2019-04-29",0
88,"Sauk","Boat",15.95,15,12,26,"2019-04-29",0
89,"Skagit","Bank",2.03,2,1,6,"2019-04-30",0
89,"Sauk","Bank",2.6975,2,1,7,"2019-04-30",0
89,"Skagit","Boat",17.24,17,13,27,"2019-04-30",0
89,"Sauk","Boat",19.765,18,10,35.05,"2019-04-30",0
