"Day","Section","Gear","Mean","Median","l95","u95","Date","DayType"
10,"Skagit","Bank",0.014,0.013,0.004,0.032,"2019-02-10",1
10,"Sauk","Bank",0.008,0.007,0.002,0.018,"2019-02-10",1
10,"Skagit","Boat",0.017,0.016,0.006,0.04,"2019-02-10",1
10,"Sauk","Boat",0.032,0.029,0.013,0.066,"2019-02-10",1
11,"Skagit","Bank",0.014,0.013,0.004,0.032,"2019-02-11",0
11,"Sauk","Bank",0.008,0.007,0.002,0.019,"2019-02-11",0
11,"Skagit","Boat",0.017,0.016,0.006,0.04,"2019-02-11",0
11,"Sauk","Boat",0.034,0.031,0.012,0.068,"2019-02-11",0
12,"Skagit","Bank",0.015,0.013,0.004,0.031,"2019-02-12",0
12,"Sauk","Bank",0.008,0.007,0.002,0.017,"2019-02-12",0
12,"Skagit","Boat",0.018,0.016,0.006,0.043,"2019-02-12",0
12,"Sauk","Boat",0.035,0.031,0.014,0.074,"2019-02-12",0
13,"Skagit","Bank",0.014,0.013,0.004,0.034,"2019-02-13",0
13,"Sauk","Bank",0.008,0.007,0.002,0.018,"2019-02-13",0
13,"Skagit","Boat",0.018,0.017,0.006,0.037,"2019-02-13",0
13,"Sauk","Boat",0.035,0.032,0.014,0.08,"2019-02-13",0
14,"Skagit","Bank",0.014,0.012,0.004,0.032,"2019-02-14",0
14,"Sauk","Bank",0.008,0.007,0.002,0.018,"2019-02-14",0
14,"Skagit","Boat",0.018,0.017,0.007,0.037,"2019-02-14",0
14,"Sauk","Boat",0.039,0.035,0.014,0.093,"2019-02-14",0
15,"Skagit","Bank",0.013,0.012,0.005,0.028,"2019-02-15",0
15,"Sauk","Bank",0.008,0.007,0.002,0.018,"2019-02-15",0
15,"Skagit","Boat",0.018,0.018,0.007,0.036,"2019-02-15",0
15,"Sauk","Boat",0.041,0.038,0.018,0.086,"2019-02-15",0
16,"Skagit","Bank",0.013,0.012,0.005,0.026,"2019-02-16",1
16,"Sauk","Bank",0.007,0.007,0.002,0.016,"2019-02-16",1
16,"Skagit","Boat",0.018,0.017,0.007,0.036,"2019-02-16",1
16,"Sauk","Boat",0.042,0.038,0.019,0.088,"2019-02-16",1
17,"Skagit","Bank",0.015,0.013,0.006,0.031,"2019-02-17",1
17,"Sauk","Bank",0.007,0.007,0.002,0.015,"2019-02-17",1
17,"Skagit","Boat",0.019,0.017,0.008,0.037,"2019-02-17",1
17,"Sauk","Boat",0.036,0.033,0.016,0.074,"2019-02-17",1
18,"Skagit","Bank",0.015,0.013,0.005,0.03,"2019-02-18",0
18,"Sauk","Bank",0.008,0.007,0.002,0.016,"2019-02-18",0
18,"Skagit","Boat",0.019,0.017,0.008,0.04,"2019-02-18",0
18,"Sauk","Boat",0.034,0.031,0.013,0.073,"2019-02-18",0
19,"Skagit","Bank",0.014,0.013,0.005,0.032,"2019-02-19",0
19,"Sauk","Bank",0.008,0.007,0.002,0.016,"2019-02-19",0
19,"Skagit","Boat",0.018,0.016,0.007,0.035,"2019-02-19",0
19,"Sauk","Boat",0.032,0.029,0.012,0.067,"2019-02-19",0
20,"Skagit","Bank",0.015,0.015,0.005,0.033,"2019-02-20",0
20,"Sauk","Bank",0.008,0.007,0.002,0.017,"2019-02-20",0
20,"Skagit","Boat",0.018,0.017,0.007,0.037,"2019-02-20",0
20,"Sauk","Boat",0.031,0.029,0.013,0.062,"2019-02-20",0
21,"Skagit","Bank",0.014,0.013,0.005,0.031,"2019-02-21",0
21,"Sauk","Bank",0.008,0.007,0.002,0.017,"2019-02-21",0
21,"Skagit","Boat",0.018,0.017,0.008,0.031,"2019-02-21",0
21,"Sauk","Boat",0.03,0.028,0.011,0.067,"2019-02-21",0
22,"Skagit","Bank",0.015,0.013,0.005,0.032,"2019-02-22",0
22,"Sauk","Bank",0.008,0.007,0.003,0.017,"2019-02-22",0
22,"Skagit","Boat",0.017,0.016,0.008,0.031,"2019-02-22",0
22,"Sauk","Boat",0.029,0.027,0.011,0.061,"2019-02-22",0
23,"Skagit","Bank",0.014,0.013,0.005,0.03,"2019-02-23",1
23,"Sauk","Bank",0.008,0.007,0.002,0.016,"2019-02-23",1
23,"Skagit","Boat",0.015,0.015,0.007,0.028,"2019-02-23",1
23,"Sauk","Boat",0.027,0.025,0.013,0.051,"2019-02-23",1
24,"Skagit","Bank",0.014,0.013,0.005,0.026,"2019-02-24",1
24,"Sauk","Bank",0.008,0.007,0.002,0.016,"2019-02-24",1
24,"Skagit","Boat",0.016,0.015,0.007,0.031,"2019-02-24",1
24,"Sauk","Boat",0.027,0.025,0.012,0.052,"2019-02-24",1
25,"Skagit","Bank",0.014,0.013,0.004,0.029,"2019-02-25",0
25,"Sauk","Bank",0.008,0.007,0.003,0.018,"2019-02-25",0
25,"Skagit","Boat",0.016,0.016,0.007,0.032,"2019-02-25",0
25,"Sauk","Boat",0.027,0.024,0.012,0.053,"2019-02-25",0
26,"Skagit","Bank",0.014,0.013,0.005,0.027,"2019-02-26",0
26,"Sauk","Bank",0.008,0.007,0.002,0.019,"2019-02-26",0
26,"Skagit","Boat",0.017,0.016,0.007,0.035,"2019-02-26",0
26,"Sauk","Boat",0.028,0.025,0.012,0.061,"2019-02-26",0
27,"Skagit","Bank",0.014,0.013,0.005,0.03,"2019-02-27",0
27,"Sauk","Bank",0.008,0.007,0.002,0.017,"2019-02-27",0
27,"Skagit","Boat",0.016,0.016,0.006,0.036,"2019-02-27",0
27,"Sauk","Boat",0.028,0.025,0.011,0.063,"2019-02-27",0
28,"Skagit","Bank",0.014,0.013,0.005,0.029,"2019-02-28",0
28,"Sauk","Bank",0.008,0.007,0.002,0.016,"2019-02-28",0
28,"Skagit","Boat",0.016,0.016,0.007,0.031,"2019-02-28",0
28,"Sauk","Boat",0.029,0.026,0.01,0.068,"2019-02-28",0
29,"Skagit","Bank",0.014,0.013,0.006,0.028,"2019-03-01",0
29,"Sauk","Bank",0.008,0.007,0.002,0.017,"2019-03-01",0
29,"Skagit","Boat",0.017,0.016,0.007,0.031,"2019-03-01",0
29,"Sauk","Boat",0.028,0.026,0.012,0.052,"2019-03-01",0
30,"Skagit","Bank",0.014,0.013,0.005,0.027,"2019-03-02",1
30,"Sauk","Bank",0.007,0.007,0.002,0.016,"2019-03-02",1
30,"Skagit","Boat",0.017,0.016,0.008,0.032,"2019-03-02",1
30,"Sauk","Boat",0.028,0.026,0.013,0.054,"2019-03-02",1
31,"Skagit","Bank",0.014,0.013,0.005,0.03,"2019-03-03",1
31,"Sauk","Bank",0.008,0.007,0.002,0.016,"2019-03-03",1
31,"Skagit","Boat",0.016,0.016,0.008,0.028,"2019-03-03",1
31,"Sauk","Boat",0.027,0.026,0.013,0.048,"2019-03-03",1
32,"Skagit","Bank",0.015,0.014,0.005,0.032,"2019-03-04",0
32,"Sauk","Bank",0.008,0.007,0.002,0.016,"2019-03-04",0
32,"Skagit","Boat",0.016,0.015,0.007,0.029,"2019-03-04",0
32,"Sauk","Boat",0.027,0.025,0.011,0.055,"2019-03-04",0
33,"Skagit","Bank",0.016,0.015,0.006,0.038,"2019-03-05",0
33,"Sauk","Bank",0.008,0.007,0.002,0.019,"2019-03-05",0
33,"Skagit","Boat",0.015,0.014,0.006,0.03,"2019-03-05",0
33,"Sauk","Boat",0.027,0.026,0.01,0.056,"2019-03-05",0
34,"Skagit","Bank",0.018,0.017,0.007,0.042,"2019-03-06",0
34,"Sauk","Bank",0.008,0.007,0.003,0.018,"2019-03-06",0
34,"Skagit","Boat",0.015,0.014,0.007,0.031,"2019-03-06",0
34,"Sauk","Boat",0.027,0.025,0.01,0.055,"2019-03-06",0
35,"Skagit","Bank",0.018,0.017,0.007,0.04,"2019-03-07",0
35,"Sauk","Bank",0.008,0.007,0.003,0.018,"2019-03-07",0
35,"Skagit","Boat",0.016,0.015,0.007,0.032,"2019-03-07",0
35,"Sauk","Boat",0.028,0.026,0.01,0.056,"2019-03-07",0
36,"Skagit","Bank",0.02,0.017,0.007,0.046,"2019-03-08",0
36,"Sauk","Bank",0.008,0.008,0.003,0.019,"2019-03-08",0
36,"Skagit","Boat",0.017,0.015,0.007,0.032,"2019-03-08",0
36,"Sauk","Boat",0.028,0.027,0.011,0.054,"2019-03-08",0
37,"Skagit","Bank",0.023,0.02,0.01,0.048,"2019-03-09",1
37,"Sauk","Bank",0.008,0.008,0.003,0.019,"2019-03-09",1
37,"Skagit","Boat",0.016,0.015,0.008,0.029,"2019-03-09",1
37,"Sauk","Boat",0.027,0.025,0.011,0.053,"2019-03-09",1
38,"Skagit","Bank",0.02,0.018,0.008,0.045,"2019-03-10",1
38,"Sauk","Bank",0.009,0.008,0.003,0.02,"2019-03-10",1
38,"Skagit","Boat",0.017,0.016,0.009,0.033,"2019-03-10",1
38,"Sauk","Boat",0.028,0.026,0.012,0.055,"2019-03-10",1
39,"Skagit","Bank",0.021,0.018,0.009,0.044,"2019-03-11",0
39,"Sauk","Bank",0.01,0.009,0.004,0.024,"2019-03-11",0
39,"Skagit","Boat",0.016,0.015,0.007,0.03,"2019-03-11",0
39,"Sauk","Boat",0.033,0.03,0.014,0.067,"2019-03-11",0
40,"Skagit","Bank",0.017,0.016,0.007,0.037,"2019-03-12",0
40,"Sauk","Bank",0.012,0.011,0.004,0.024,"2019-03-12",0
40,"Skagit","Boat",0.015,0.014,0.006,0.031,"2019-03-12",0
40,"Sauk","Boat",0.032,0.029,0.015,0.062,"2019-03-12",0
41,"Skagit","Bank",0.017,0.016,0.007,0.037,"2019-03-13",0
41,"Sauk","Bank",0.01,0.009,0.003,0.021,"2019-03-13",0
41,"Skagit","Boat",0.016,0.015,0.006,0.033,"2019-03-13",0
41,"Sauk","Boat",0.033,0.03,0.014,0.062,"2019-03-13",0
42,"Skagit","Bank",0.017,0.015,0.006,0.035,"2019-03-14",0
42,"Sauk","Bank",0.01,0.009,0.003,0.021,"2019-03-14",0
42,"Skagit","Boat",0.016,0.015,0.006,0.029,"2019-03-14",0
42,"Sauk","Boat",0.032,0.029,0.013,0.063,"2019-03-14",0
43,"Skagit","Bank",0.016,0.014,0.005,0.036,"2019-03-15",0
43,"Sauk","Bank",0.009,0.008,0.003,0.019,"2019-03-15",0
43,"Skagit","Boat",0.015,0.015,0.007,0.028,"2019-03-15",0
43,"Sauk","Boat",0.032,0.029,0.014,0.06,"2019-03-15",0
44,"Skagit","Bank",0.015,0.014,0.006,0.032,"2019-03-16",1
44,"Sauk","Bank",0.009,0.009,0.004,0.02,"2019-03-16",1
44,"Skagit","Boat",0.014,0.013,0.006,0.025,"2019-03-16",1
44,"Sauk","Boat",0.037,0.035,0.017,0.074,"2019-03-16",1
45,"Skagit","Bank",0.014,0.013,0.005,0.033,"2019-03-17",1
45,"Sauk","Bank",0.009,0.008,0.003,0.018,"2019-03-17",1
45,"Skagit","Boat",0.014,0.013,0.006,0.026,"2019-03-17",1
45,"Sauk","Boat",0.047,0.044,0.025,0.09,"2019-03-17",1
46,"Skagit","Bank",0.014,0.013,0.006,0.029,"2019-03-18",0
46,"Sauk","Bank",0.009,0.008,0.003,0.017,"2019-03-18",0
46,"Skagit","Boat",0.016,0.015,0.006,0.029,"2019-03-18",0
46,"Sauk","Boat",0.042,0.039,0.018,0.083,"2019-03-18",0
47,"Skagit","Bank",0.014,0.013,0.005,0.029,"2019-03-19",0
47,"Sauk","Bank",0.009,0.008,0.003,0.021,"2019-03-19",0
47,"Skagit","Boat",0.017,0.015,0.006,0.037,"2019-03-19",0
47,"Sauk","Boat",0.039,0.036,0.016,0.083,"2019-03-19",0
48,"Skagit","Bank",0.015,0.014,0.006,0.028,"2019-03-20",0
48,"Sauk","Bank",0.009,0.008,0.003,0.019,"2019-03-20",0
48,"Skagit","Boat",0.018,0.016,0.008,0.034,"2019-03-20",0
48,"Sauk","Boat",0.036,0.032,0.015,0.077,"2019-03-20",0
49,"Skagit","Bank",0.014,0.014,0.004,0.03,"2019-03-21",0
49,"Sauk","Bank",0.009,0.008,0.003,0.02,"2019-03-21",0
49,"Skagit","Boat",0.017,0.016,0.008,0.032,"2019-03-21",0
49,"Sauk","Boat",0.034,0.032,0.017,0.057,"2019-03-21",0
50,"Skagit","Bank",0.014,0.013,0.005,0.032,"2019-03-22",0
50,"Sauk","Bank",0.008,0.008,0.003,0.017,"2019-03-22",0
50,"Skagit","Boat",0.021,0.02,0.01,0.039,"2019-03-22",0
50,"Sauk","Boat",0.032,0.031,0.018,0.055,"2019-03-22",0
51,"Skagit","Bank",0.017,0.015,0.005,0.038,"2019-03-23",1
51,"Sauk","Bank",0.009,0.008,0.003,0.021,"2019-03-23",1
51,"Skagit","Boat",0.025,0.024,0.014,0.048,"2019-03-23",1
51,"Sauk","Boat",0.03,0.029,0.016,0.051,"2019-03-23",1
52,"Skagit","Bank",0.015,0.013,0.005,0.035,"2019-03-24",1
52,"Sauk","Bank",0.009,0.009,0.004,0.019,"2019-03-24",1
52,"Skagit","Boat",0.023,0.021,0.012,0.05,"2019-03-24",1
52,"Sauk","Boat",0.029,0.028,0.016,0.054,"2019-03-24",1
53,"Skagit","Bank",0.015,0.013,0.005,0.031,"2019-03-25",0
53,"Sauk","Bank",0.009,0.008,0.003,0.019,"2019-03-25",0
53,"Skagit","Boat",0.022,0.02,0.01,0.042,"2019-03-25",0
53,"Sauk","Boat",0.029,0.027,0.013,0.056,"2019-03-25",0
54,"Skagit","Bank",0.014,0.013,0.005,0.028,"2019-03-26",0
54,"Sauk","Bank",0.009,0.008,0.003,0.021,"2019-03-26",0
54,"Skagit","Boat",0.021,0.019,0.011,0.043,"2019-03-26",0
54,"Sauk","Boat",0.028,0.027,0.013,0.053,"2019-03-26",0
55,"Skagit","Bank",0.014,0.012,0.005,0.028,"2019-03-27",0
55,"Sauk","Bank",0.009,0.008,0.003,0.019,"2019-03-27",0
55,"Skagit","Boat",0.022,0.021,0.011,0.041,"2019-03-27",0
55,"Sauk","Boat",0.027,0.026,0.013,0.05,"2019-03-27",0
56,"Skagit","Bank",0.014,0.012,0.004,0.029,"2019-03-28",0
56,"Sauk","Bank",0.009,0.008,0.003,0.021,"2019-03-28",0
56,"Skagit","Boat",0.018,0.017,0.009,0.033,"2019-03-28",0
56,"Sauk","Boat",0.028,0.027,0.014,0.051,"2019-03-28",0
57,"Skagit","Bank",0.014,0.012,0.005,0.031,"2019-03-29",0
57,"Sauk","Bank",0.008,0.008,0.004,0.016,"2019-03-29",0
57,"Skagit","Boat",0.02,0.019,0.01,0.033,"2019-03-29",0
57,"Sauk","Boat",0.027,0.026,0.013,0.049,"2019-03-29",0
58,"Skagit","Bank",0.013,0.011,0.004,0.029,"2019-03-30",1
58,"Sauk","Bank",0.008,0.007,0.003,0.017,"2019-03-30",1
58,"Skagit","Boat",0.019,0.019,0.01,0.036,"2019-03-30",1
58,"Sauk","Boat",0.027,0.026,0.014,0.047,"2019-03-30",1
59,"Skagit","Bank",0.013,0.012,0.005,0.027,"2019-03-31",1
59,"Sauk","Bank",0.008,0.007,0.003,0.016,"2019-03-31",1
59,"Skagit","Boat",0.022,0.021,0.012,0.038,"2019-03-31",1
59,"Sauk","Boat",0.026,0.025,0.011,0.048,"2019-03-31",1
